index,STARTSTATIONNAME,ENDSTATIONNAME,NUMBEROFTRIPS,DELTATIME,STARTSTATIONID,ENDSTATIONID
11899,Complexe sportif Claude-Robillard (Émile-Journault),Métro Crémazie (Crémazie / Lajeunesse),21,0 days 00:06:02.339619047,517,424
11900,Marmier / St-Denis,St-Viateur / Casgrain,17,0 days 00:06:01.977588235,168,532
11901,Molson / Wiliam-Tremblay,Préfontaine / Marcel-Pépin,1,0 days 00:06:01.921000,886,848
11902,Roy / St-André,St-Hubert / de Maisonneuve (nord),13,0 days 00:06:01.486538461,43,594
11903,Métro Joliette  (Hochelaga / Joliette),Métro Pie-IX (Pierre-de-Coubertin / Desjardins),4,0 days 00:06:01.472500,322,388
11904,St-Hubert / de Maisonneuve (nord),Roy / St-André,3,0 days 00:06:01.006000,594,43
11905,de Maisonneuve / Mackay,de Maisonneuve / Mansfield (sud),142,0 days 00:06:00.869901408,89,26
11906,Métro St-Laurent ( de Maisonneuve / St-Laurent),de Maisonneuve / Aylmer (ouest),9,0 days 00:06:00.847555555,834,68
11907,Robert-Bourassa / St-Maurice,Place du Canada (Peel / des Canadiens-de-Montréal),5,0 days 00:06:00.297600,49,55
11908,Berri / Rachel,Métro Sherbrooke (de Rigaud / Berri),43,0 days 00:06:00.195162790,545,19
11909,Parc Jeanne-Mance (du Mont-Royal / du Parc),de l'Hôtel-de-Ville / Rachel,9,0 days 00:05:59.899444444,220,309
11910,Sherbrooke / Jeanne-d'Arc,Métro Joliette  (Hochelaga / Joliette),11,0 days 00:05:59.893272727,457,322
11911,Messier / St-Joseph,Masson / Molson,20,0 days 00:05:59.573150,752,780
11912,Robert-Bourassa / René-Lévesque,Métro Place-d'Armes (Viger / St-Urbain),2,0 days 00:05:59.523500,873,31
11913,St-Viateur / Casgrain,Laurier / St-Denis,92,0 days 00:05:59.440260869,532,558
11914,Roy / St-André,BAnQ (Berri),16,0 days 00:05:59.360062500,43,836
11915,du Parc-Lafontaine / Rachel,Cartier / Marie-Anne,55,0 days 00:05:59.307145454,176,544
11916,Métro Viau ( Pierre-de-Coubertin / Viau),Métro Pie-IX (Pierre-de-Coubertin / Desjardins),17,0 days 00:05:59.142352941,329,388
11917,Métro Georges-Vanier (St-Antoine / Canning),Richmond / des Bassins,89,0 days 00:05:58.905629213,308,581
11918,St-Grégoire / Christophe-Colomb,des Carrières / Marquette,2,0 days 00:05:58.593500,166,130
11919,Métro Lionel-Groulx (St-Jacques / Atwater),Notre-Dame  / St-Martin,24,0 days 00:05:58.399541666,607,301
11920,Parc Henri-Julien (Legendre / Henri-Julien),Chabanel / du Parc,9,0 days 00:05:58.006888888,287,623
11921,Métro Lucien-L'Allier (Lucien l'Allier / Argyle),de la Montagne / Notre-Dame,28,0 days 00:05:57.607964285,79,291
11922,St-Jacques / Vinet,Atwater / Greene,1,0 days 00:05:57.441000,304,548
11923,Lanaudière / Jean-Talon,Villeray / de Normanville,15,0 days 00:05:57.389933333,271,485
11924,Place du Canada (Peel / des Canadiens-de-Montréal),Smith / Peel,82,0 days 00:05:56.986658536,55,641
11925,Stanley / René-Lévesque,William / Robert-Bourassa,10,0 days 00:05:56.861200,57,575
11926,Métro Lucien-L'Allier (Lucien l'Allier / Argyle),des Bassins / du Séminaire,26,0 days 00:05:56.778307692,79,290
11927,de Maisonneuve / Mackay,Robert-Bourassa / René-Lévesque,12,0 days 00:05:56.550000,89,873
11928,St-Antoine / de la Montagne,Métro Place-d'Armes (Viger / St-Urbain),1,0 days 00:05:56.459000,305,31
11929,Dorion / Ontario,René-Lévesque / Papineau,18,0 days 00:05:56.409833333,108,95
11930,Frontenac / Ste-Catherine,Métro Papineau (Dorion / De Maisonneuve),71,0 days 00:05:56.302647887,99,103
11931,Notre-Dame / St-Gabriel,Métro Champ-de-Mars (Viger / Sanguinet),5,0 days 00:05:56.164600,24,1
11932,BAnQ (Berri),Clark / Ontario,19,0 days 00:05:56.086052631,836,3
11933,St-Jacques / Vinet,de la Montagne / Notre-Dame,6,0 days 00:05:55.980833333,304,291
11934,St-Antoine / Jean-Paul Riopelle,de Maisonneuve / Aylmer (ouest),2,0 days 00:05:55.776000,39,68
11935,Square Victoria (Viger / du Square-Victoria),St-Jacques / McGill,30,0 days 00:05:55.749133333,42,40
11936,Ste-Émilie / Sir-Georges-Etienne-Cartier,de la Côte St-Paul / St-Ambroise,5,0 days 00:05:55.498400,302,567
11937,Ottawa / du Séminaire,Robert-Bourassa / St-Maurice,5,0 days 00:05:55.277800,381,49
11938,de Maisonneuve / Aylmer (ouest),Jeanne-Mance / René-Lévesque,10,0 days 00:05:55.218300,68,582
11939,Métro St-Michel (Shaughnessy / St-Michel),6e Avenue / Bélanger,21,0 days 00:05:55.181714285,349,268
11940,de Maisonneuve / Mansfield (sud-est),Ste-Catherine / Union,3,0 days 00:05:55.008000,421,426
11941,St-Hubert / de Maisonneuve (sud),René-Lévesque / Papineau,29,0 days 00:05:54.498206896,822,95
11942,Ste-Catherine / Bishop,St-Jacques / des Seigneurs,2,0 days 00:05:54.350000,87,667
11943,McTavish / Sherbrooke,de Bleury / de Maisonneuve,27,0 days 00:05:54.079148148,608,462
11944,Viger / Chenneville,Viger / Chenneville,4,0 days 00:05:53.577000,34,34
11945,Roy / St-André,St-Hubert / de Maisonneuve (sud),42,0 days 00:05:53.393833333,43,822
11946,Notre-Dame  / St-Martin,Peel / Notre-Dame,31,0 days 00:05:53.247064516,301,77
11947,Notre-Dame  / St-Martin,Atwater / Greene,31,0 days 00:05:53.223225806,301,548
11948,de Maisonneuve / Aylmer (ouest),Robert-Bourassa / St-Maurice,1,0 days 00:05:52.921000,68,49
11949,Marmier / St-Denis,Laurier / St-Denis,53,0 days 00:05:52.443660377,168,558
11950,McTavish / Sherbrooke,Métro Peel (de Maisonneuve / Stanley),9,0 days 00:05:52.424444444,608,62
11951,Métro St-Laurent ( de Maisonneuve / St-Laurent),de Maisonneuve / Aylmer (est),6,0 days 00:05:50.958000,834,106
11952,Métro Papineau (Dorion / De Maisonneuve),René-Lévesque / Panet,10,0 days 00:05:50.655600,103,94
11953,Ottawa / William,Georges-Vanier / Notre-Dame,12,0 days 00:05:50.354166666,563,303
11954,Métro Champ-de-Mars (Viger / Sanguinet),St-Antoine / Jean-Paul Riopelle,1,0 days 00:05:50.065000,1,39
11955,Notre-Dame  / St-Martin,Ottawa / du Séminaire,2,0 days 00:05:49.853500,301,381
11956,Atwater / Greene,Notre-Dame  / St-Martin,30,0 days 00:05:49.844166666,548,301
11957,Émile-Duployé / Sherbrooke,Métro Papineau (Dorion / De Maisonneuve),116,0 days 00:05:49.712827586,148,103
11958,St-Urbain / Laurier,Parc Jeanne-Mance (monument sir George-Étienne-Cartier),45,0 days 00:05:49.360200,437,214
11959,Richmond / des Bassins,Métro Georges-Vanier (St-Antoine / Canning),67,0 days 00:05:49.046000,581,308
11960,Rachel / de Brébeuf,Cartier / Marie-Anne,10,0 days 00:05:48.659700,144,544
11961,Peel / Notre-Dame,Notre-Dame  / St-Martin,24,0 days 00:05:48.643083333,77,301
11962,Ste-Catherine / Drummond,Peel / Notre-Dame,21,0 days 00:05:48.539380952,60,77
11963,Square Viger (Berri / Viger),BAnQ (Berri),9,0 days 00:05:48.484666666,839,836
11964,Ste-Catherine / Drummond,de Maisonneuve / Mansfield (sud-est),2,0 days 00:05:47.323000,60,421
11965,CÉGEP du Vieux-Montréal (Ontario / de l'Hôtel-de-Ville),de Maisonneuve / Aylmer (ouest),28,0 days 00:05:47.173928571,823,68
11966,de Maisonneuve / Mansfield (sud),Place du Canada (Peel / des Canadiens-de-Montréal),1,0 days 00:05:47.168000,26,55
11967,Métro Peel (de Maisonneuve / Stanley),Ste-Catherine / Union,26,0 days 00:05:46.457769230,62,426
11968,du Mont-Royal / de Brébeuf,Métro Mont-Royal (Utilités publiques / Rivard),124,0 days 00:05:46.356677419,157,347
11969,Aylwin / Ontario,Place Valois (Valois / Ontario),40,0 days 00:05:46.123375,325,676
11970,6e Avenue / Bélanger,6e avenue / Villeray,3,0 days 00:05:46.119000,268,492
11971,des Pins / St-Laurent,Roy / St-André,181,0 days 00:05:45.659806629,209,43
11972,Cathcart / McGill College,St-Antoine / Jean-Paul Riopelle,7,0 days 00:05:45.272285714,59,39
11973,Métro Laurier (Berri / St-Joseph),de l'Hôtel-de-Ville / Rachel,7,0 days 00:05:45.104000,537,309
11974,Métro Lionel-Groulx (St-Jacques / Atwater),St-Jacques / des Seigneurs,3,0 days 00:05:44.864666666,607,667
11975,Parc Jeanne-Mance (du Mont-Royal / du Parc),Métro Mont-Royal (Utilités publiques / Rivard),73,0 days 00:05:44.710273972,220,347
11976,des Érables / Rachel,Rachel / de Brébeuf,10,0 days 00:05:44.594000,142,144
11977,des Bassins / du Séminaire,Robert-Bourassa / St-Maurice,5,0 days 00:05:44.201800,290,49
11978,René-Lévesque / Papineau,de Maisonneuve / Fullum,15,0 days 00:05:43.869200,95,97
11979,Peel / Notre-Dame,Place du Canada (Peel / des Canadiens-de-Montréal),24,0 days 00:05:43.731916666,77,55
11980,de Maisonneuve / Mansfield (sud),Robert-Bourassa / St-Maurice,3,0 days 00:05:43.182000,26,49
11981,Richmond / des Bassins,Workman / Vinet,3,0 days 00:05:42.645333333,581,307
11982,Viger / Chenneville,de Maisonneuve / Mansfield (nord),1,0 days 00:05:41.876000,34,559
11983,Square Viger (Berri / Viger),René-Lévesque / Panet,3,0 days 00:05:41.374000,839,94
11984,Peel / Notre-Dame,des Bassins / du Séminaire,8,0 days 00:05:40.958750,77,290
11985,Square Victoria (Viger / du Square-Victoria),Métro Lucien-L'Allier (Lucien l'Allier / Argyle),1,0 days 00:05:40.952000,42,79
11986,René-Lévesque / Papineau,Dorion / Ontario,16,0 days 00:05:40.534187500,95,108
11987,Parc St-Henri (Laporte / Guay),Workman / Vinet,2,0 days 00:05:39.957000,427,307
11988,Clark / Ontario,Jeanne-Mance / René-Lévesque,3,0 days 00:05:39.486333333,3,582
11989,Métro Frontenac (Ontario / du Havre),du Havre / Hochelaga,78,0 days 00:05:39.229948717,109,80
11990,Calixa-Lavallée / Rachel,Cartier / Marie-Anne,5,0 days 00:05:38.854400,143,544
11991,Métro Peel (de Maisonneuve / Stanley),Robert-Bourassa / René-Lévesque,9,0 days 00:05:38.340444444,62,873
11992,de la Commune / Place Jacques-Cartier,Square Viger (Berri / Viger),2,0 days 00:05:37.812000,25,839
11993,Notre-Dame  / St-Martin,Georges-Vanier / Notre-Dame,8,0 days 00:05:37.747375,301,303
11994,Clark / Ontario,Ste-Catherine / Union,71,0 days 00:05:37.566309859,3,426
11995,McTavish / Sherbrooke,de Maisonneuve / Aylmer (est),6,0 days 00:05:37.535833333,608,106
11996,de la Porte de Québec / St-André,St-Hubert / de Maisonneuve (nord),7,0 days 00:05:37.496571428,11,594
11997,Métro Parc  (Hutchison / Ogilvy),Métro Acadie (de l'Acadie / Beaumont),1,0 days 00:05:37.089000,408,501
11998,Robert-Bourassa / René-Lévesque,William / Robert-Bourassa,4,0 days 00:05:36.443250,873,575
11999,Métro Atwater (Atwater / Ste-Catherine),St-Jacques / Vinet,5,0 days 00:05:35.827400,83,304
12000,Laurier / St-Denis,St-Viateur / Casgrain,146,0 days 00:05:35.746506849,558,532
12001,McTavish / Sherbrooke,Ste-Catherine / Drummond,28,0 days 00:05:35.367714285,608,60
12002,Jeanne-Mance / Sherbrooke,McTavish / Sherbrooke,62,0 days 00:05:35.303419354,122,608
12003,de l'Hôtel-de-Ville / Rachel,Berri / Rachel,11,0 days 00:05:34.555636363,309,545
12004,Jeanne-Mance / Sherbrooke,de Maisonneuve / Aylmer (est),15,0 days 00:05:34.154600,122,106
12005,Métro Peel (de Maisonneuve / Stanley),de Maisonneuve / Mansfield (sud-est),9,0 days 00:05:34.021222222,62,421
12006,de Maisonneuve / Aylmer (ouest),Square Victoria (Viger / du Square-Victoria),24,0 days 00:05:33.991458333,68,42
12007,Milton / St-Laurent,de Maisonneuve / Aylmer (est),4,0 days 00:05:33.921500,207,106
12008,Cartier / Marie-Anne,Émile-Duployé / Sherbrooke,130,0 days 00:05:33.398007692,544,148
12009,Place du Canada (Peel / des Canadiens-de-Montréal),Ottawa / du Séminaire,14,0 days 00:05:32.992285714,55,381
12010,Métro Joliette  (Hochelaga / Joliette),Place Valois (Valois / Ontario),94,0 days 00:05:32.715521276,322,676
12011,Métro Viau ( Pierre-de-Coubertin / Viau),Ontario / Ville-Marie,73,0 days 00:05:32.314328767,329,474
12012,Smith / Peel,Richmond / des Bassins,39,0 days 00:05:32.140666666,641,581
12013,Cartier / Marie-Anne,des Érables / Rachel,59,0 days 00:05:32.065406779,544,142
12014,Viger / Chenneville,Place du Canada (Peel / des Canadiens-de-Montréal),1,0 days 00:05:31.946000,34,55
12015,Rachel / de Brébeuf,Métro Mont-Royal (Utilités publiques / Rivard),51,0 days 00:05:31.818607843,144,347
12016,Roy / St-André,Berri / Rachel,27,0 days 00:05:31.788037037,43,545
12017,des Pins / St-Laurent,CÉGEP du Vieux-Montréal (Ontario / de l'Hôtel-de-Ville),15,0 days 00:05:31.779466666,209,823
12018,6e Avenue / Bélanger,Métro St-Michel (Shaughnessy / St-Michel),24,0 days 00:05:31.524666666,268,349
12019,Robert-Bourassa / René-Lévesque,Clark / Ontario,2,0 days 00:05:31.340000,873,3
12020,de Gaspé / Marmier,Laurier / St-Denis,8,0 days 00:05:31.328625,692,558
12021,Métro Frontenac (Ontario / du Havre),Dorion / Ontario,72,0 days 00:05:30.707555555,109,108
12022,Métro St-Michel (Shaughnessy / St-Michel),6e avenue / Villeray,9,0 days 00:05:30.577222222,349,492
12023,Ste-Catherine / Drummond,de Maisonneuve / Mansfield (sud),12,0 days 00:05:30.514083333,60,26
12024,Laurier / St-Denis,St-Urbain / Laurier,143,0 days 00:05:29.647853146,558,437
12025,Notre-Dame  / St-Martin,des Bassins / du Séminaire,9,0 days 00:05:29.569444444,301,290
12026,Calixa-Lavallée / Rachel,Berri / Rachel,24,0 days 00:05:29.189916666,143,545
12027,Notre-Dame  / St-Martin,St-Jacques / Vinet,13,0 days 00:05:29.163615384,301,304
12028,Garnier / Beaubien,des Carrières / Marquette,12,0 days 00:05:28.941916666,47,130
12029,Atwater / Sherbrooke,Ste-Catherine / Bishop,1,0 days 00:05:28.925000,126,87
12030,Ottawa / William,William / Robert-Bourassa,3,0 days 00:05:28.797666666,563,575
12031,des Pins / St-Laurent,Clark / Ontario,91,0 days 00:05:28.315934065,209,3
12032,du Mont-Royal / Clark,Métro Mont-Royal (Utilités publiques / Rivard),172,0 days 00:05:28.086587209,218,347
12033,Duke / Nazareth,Robert-Bourassa / St-Maurice,2,0 days 00:05:27.815000,76,49
12034,de la Commune / St-Sulpice,Viger / Chenneville,1,0 days 00:05:27.616000,35,34
12035,St-Hubert / du Mont-Royal,de l'Hôtel-de-Ville / Rachel,19,0 days 00:05:27.558000,187,309
12036,Notre-Dame / St-Gabriel,de la Commune / King,8,0 days 00:05:27.525500,24,51
12037,des Bassins / du Séminaire,Notre-Dame  / St-Martin,10,0 days 00:05:27.108000,290,301
12038,Robert-Bourassa / St-Maurice,Ottawa / du Séminaire,6,0 days 00:05:27.074500,49,381
12039,Square Viger (Berri / Viger),de la Commune / Place Jacques-Cartier,4,0 days 00:05:26.690750,839,25
12040,McTavish / Sherbrooke,Robert-Bourassa / René-Lévesque,2,0 days 00:05:26.383500,608,873
12041,de Maisonneuve / Mansfield (sud),Métro Lucien-L'Allier (Lucien l'Allier / Argyle),2,0 days 00:05:25.824000,26,79
12042,Berri / Rachel,du Parc-Lafontaine / Rachel,8,0 days 00:05:25.483375,545,176
12043,Ste-Catherine / Towers,St-Jacques / des Seigneurs,1,0 days 00:05:25.437000,86,667
12044,Métro Champ-de-Mars (Viger / Sanguinet),Gare d'autocars de Montréal (Berri / Ontario),1,0 days 00:05:24.718000,1,740
12045,Métro Georges-Vanier (St-Antoine / Canning),St-Antoine / de la Montagne,6,0 days 00:05:24.632666666,308,305
12046,Parc Henri-Julien (Legendre / Henri-Julien),Chabanel / Tolhurst,2,0 days 00:05:24.058500,287,622
12047,de la Commune / St-Sulpice,William / Robert-Bourassa,3,0 days 00:05:23.621333333,35,575
12048,Frontenac / Ste-Catherine,du Havre / Hochelaga,4,0 days 00:05:23.411000,99,80
12049,Roy / St-André,des Pins / St-Laurent,222,0 days 00:05:22.679477477,43,209
12050,St-Hubert / de Maisonneuve (nord),Métro Sherbrooke (de Rigaud / Berri),1,0 days 00:05:22.515000,594,19
12051,Métro Sauvé (Berri / Sauvé),Métro Sauvé (Berri / Sauvé),15,0 days 00:05:22.265000,208,208
12052,Métro Champ-de-Mars (Viger / Sanguinet),Square Victoria (Viger / du Square-Victoria),5,0 days 00:05:22.137400,1,42
12053,Jeanne-Mance / René-Lévesque,St-Antoine / Jean-Paul Riopelle,9,0 days 00:05:21.244777777,582,39
12054,de la Commune / Berri,René-Lévesque / Panet,1,0 days 00:05:20.851000,22,94
12055,Calixa-Lavallée / Rachel,Roy / St-André,26,0 days 00:05:20.695769230,143,43
12056,Métro Atwater (Atwater / Ste-Catherine),St-Jacques / des Seigneurs,1,0 days 00:05:19.721000,83,667
12057,Métro Champ-de-Mars (Viger / Sanguinet),Complexe Desjardins (St-Urbain / René-Lévesque),2,0 days 00:05:19.207000,1,888
12058,Duke / Nazareth,de la Montagne / Notre-Dame,1,0 days 00:05:18.898000,76,291
12059,St-Hubert / de Maisonneuve (nord),Square Viger (Berri / Viger),7,0 days 00:05:18.743285714,594,839
12060,Jeanne-Mance / Sherbrooke,Métro St-Laurent ( de Maisonneuve / St-Laurent),16,0 days 00:05:18.659437500,122,834
12061,Atwater / Greene,Parc St-Henri (Laporte / Guay),4,0 days 00:05:18.047500,548,427
12062,des Érables / Rachel,Calixa-Lavallée / Rachel,19,0 days 00:05:17.824421052,142,143
12063,Jeanne-Mance / Sherbrooke,St-Antoine / Jean-Paul Riopelle,13,0 days 00:05:17.261923076,122,39
12064,Complexe sportif Claude-Robillard (Émile-Journault),Papineau / Émile-Journault,1,0 days 00:05:17.112000,517,675
12065,Ste-Catherine / Bishop,de Maisonneuve / Mansfield (sud),25,0 days 00:05:17.070120,87,26
12066,Jeanne-Mance / Sherbrooke,Robert-Bourassa / René-Lévesque,53,0 days 00:05:16.901301886,122,873
12067,de Maisonneuve / Fullum,Dorion / Ontario,11,0 days 00:05:16.871363636,97,108
12068,René-Lévesque / Papineau,de la Porte de Québec / St-André,4,0 days 00:05:16.845500,95,11
12069,Square Viger (Berri / Viger),Notre-Dame / St-Gabriel,1,0 days 00:05:16.321000,839,24
12070,de la Commune / King,Smith / Peel,28,0 days 00:05:15.827142857,51,641
12071,Smith / Peel,de la Montagne / Notre-Dame,12,0 days 00:05:15.703083333,641,291
12072,de la Montagne / Notre-Dame,Ottawa / William,20,0 days 00:05:15.599000,291,563
12073,William / Robert-Bourassa,Ottawa / du Séminaire,10,0 days 00:05:15.263800,575,381
12074,de Maisonneuve / Aylmer (est),Cathcart / McGill College,8,0 days 00:05:15.109625,106,59
12075,Métro St-Laurent ( de Maisonneuve / St-Laurent),Métro Champ-de-Mars (Viger / Sanguinet),27,0 days 00:05:14.814851851,834,1
12076,Jacques-Casault / Christophe-Colomb,Parc Villeray (Christophe-Colomb / Jarry),3,0 days 00:05:14.450000,491,342
12077,Duke / Nazareth,des Bassins / du Séminaire,9,0 days 00:05:14.426555555,76,290
12078,de Maisonneuve / Aylmer (est),Jeanne-Mance / Sherbrooke,5,0 days 00:05:14.272800,106,122
12079,Duke / Nazareth,St-Jacques / McGill,43,0 days 00:05:14.020581395,76,40
12080,Dorion / Ontario,de Maisonneuve / Fullum,22,0 days 00:05:13.971454545,108,97
12081,de Maisonneuve / Aylmer (est),McTavish / Sherbrooke,7,0 days 00:05:13.672857142,106,608
12082,BAnQ (Berri),Square Viger (Berri / Viger),11,0 days 00:05:13.397727272,836,839
12083,Robert-Bourassa / René-Lévesque,de Bleury / de Maisonneuve,4,0 days 00:05:13.103500,873,462
12084,Clark / Ontario,Gare d'autocars de Montréal (Berri / Ontario),79,0 days 00:05:09.737582278,3,740
12085,St-Jacques / Vinet,St-Jacques / des Seigneurs,35,0 days 00:05:09.333628571,304,667
12086,Georges-Vanier / Notre-Dame,Ottawa / William,5,0 days 00:05:09.184400,303,563
12087,Richmond / des Bassins,de la Montagne / Notre-Dame,32,0 days 00:05:08.911593750,581,291
12088,St-Hubert / de Maisonneuve (nord),René-Lévesque / Papineau,2,0 days 00:05:08.429500,594,95
12089,de la Porte de Québec / St-André,René-Lévesque / Papineau,2,0 days 00:05:08.327500,11,95
12090,de la Porte de Québec / St-André,René-Lévesque / Panet,1,0 days 00:05:08.313000,11,94
12091,Richmond / des Bassins,Georges-Vanier / Notre-Dame,1,0 days 00:05:07.639000,581,303
12092,Ste-Catherine / Union,Cathcart / McGill College,2,0 days 00:05:07.406500,426,59
12093,Richmond / des Bassins,des Bassins / du Séminaire,51,0 days 00:05:07.258058823,581,290
12094,Métro Lucien-L'Allier (Lucien l'Allier / Argyle),Ottawa / du Séminaire,49,0 days 00:05:06.847959183,79,381
12095,St-Hubert / de Maisonneuve (sud),de la Porte de Québec / St-André,13,0 days 00:05:06.410769230,822,11
12096,Métro Crémazie (Crémazie / Lajeunesse),Complexe sportif Claude-Robillard (Émile-Journault),57,0 days 00:05:06.029736842,424,517
12097,de Bleury / de Maisonneuve,Cathcart / McGill College,3,0 days 00:05:05.894000,462,59
12098,Square Victoria (Viger / du Square-Victoria),St-Antoine / de la Montagne,4,0 days 00:05:05.753500,42,305
12099,Métro Mont-Royal (Utilités publiques / Rivard),Rachel / de Brébeuf,69,0 days 00:05:05.062188405,347,144
12100,Roy / St-André,Calixa-Lavallée / Rachel,18,0 days 00:05:03.845500,43,143
12101,Dorion / Ontario,Métro Papineau (Dorion / De Maisonneuve),152,0 days 00:05:03.779335526,108,103
12102,Métro Sherbrooke (de Rigaud / Berri),Clark / Ontario,20,0 days 00:05:03.615300,19,3
12103,CÉGEP du Vieux-Montréal (Ontario / de l'Hôtel-de-Ville),de Maisonneuve / Aylmer (est),11,0 days 00:05:03.397818181,823,106
